word,id
Beaters,2
“Little,2
“Listen,2
“Like,2
Bell,2
Bill’s,2
Bit,2
"Blimey,",2
“Las’,2
"Bludger,",2
“Kept,2
“It’ll,2
"Baron,",2
Bane.,2
“Malfoy’s,2
“Most,2
“Nearly,2
Adrian,2
Ages.,2
Agrippa,2
“Must,2
Alley,2
“Mrs.,2
An,2
Any,2
"“Master,",2
“Mom,2
"Apothecary,",2
Arts,2
Astronomy,2
Auntie,2
“Midnight,2
“Merry,2
BOOM.,2
Granger’s,2
’em.,2
Sprout,2
winding,2
"Peeves,”",2
Perched,2
Percy?”,2
"will,”",2
Percy’s,2
wildly,2
"Piers,",2
Platform,2
"wild,",2
"Pomfrey,",2
wider,2
"Potions,",2
Potters.,2
wicked,2
who’ve,2
Professor.”,2
Prophet,2
Put-,2
"who,",2
win.,2
windows.,2
"No,",2
"windowsill,",2
Norbert.”,2
Norbert’s,2
Norris.,2
wizard.”,2
Nothing,2
witchcraft,2
OUT,2
OUT!”,2
wise,2
Oh,2
"Ollivander,",2
wins,2
"Once,",2
winked.,2
Out,2
winked,2
Owl,2
Owls,2
"wine,",2
Quaffle.,2
Quidditch.,2
whistling,2
Quite,2
wet,2
"See,",2
Seeker.,2
Seeker.”,2
Seekers,2
Shooting,2
well.”,2
"Sir,",2
welcome,2
Slytherin!,2
"Slytherin,”",2
"Slytherins,",2
Smeltings,2
Smoke,2
"Snape,”",2
Snare,2
"Sometimes,",2
"Spinnet,",2
"we,",2
Section,2
Seamus’s,2
Seamus.,2
while.,2
"Ravenclaw,",2
Ravenclaws,2
Recent,2
Red,2
whisper,2
whirled,2
whirl,2
"Ronan,”",2
"while,",2
"Seamus,”",2
Rubeus,2
SCHOOL,2
where’s,2
Saturday,2
wheezing,2
"Saturday,",2
wheeled,2
"what,",2
Norbert!,2
Nine,2
Gringotts?”,2
Hogwarts!,2
Hogwarts?”,2
"Hooch,",2
Hooch.,2
yet.”,2
Ickle,2
yell.,2
Instead,2
yell,2
yeh.”,2
"July,",2
"years,”",2
years!,2
Keep,2
year?,2
year.”,2
Keys,2
Know,2
Know-Who,2
"year,”",2
Hogwarts?,2
younger,2
wizards’,2
Higgs,2
’d,2
’,2
Guide,2
Ha,2
zooming,2
Ham,2
zoo.,2
"zombie,",2
zigzagging,2
"Harry’s,",2
Harry’s.,2
yourselves.,2
"yourself,”",2
"yours,”",2
Hedwig.,2
"Herbology,",2
Hermione!”,2
"Hermione,”",2
Hermione.”,2
Knuts,2
Knuts.,2
Lady.,2
yawned,2
"McGonagall,”",2
"worried,",2
Mind,2
worked.,2
Modern,2
words:,2
"word,",2
wood,2
wonderful.,2
"wonderful,",2
wonderful,2
wondered.,2
"women,”",2
woman.,2
"woman,",2
Neville!”,2
"Neville,”",2
Neville?”,2
Nice,2
Mars,2
worrying,2
worse.,2
write,2
Leg-Locker,2
Let,2
Leviosal”,2
"Life,",2
Little,2
London.,2
London?”,2
Longbottom,2
Looking,2
Malfoy.”,2
Lord,2
"wrist,",2
wrist,2
wrinkled,2
M.,2
wriggled,2
"Magic,",2
Magic.,2
thanks,2
WHAT?”,2
choked,2
"course,”",2
check,2
choice,2
taken.,2
checked,2
sweater.,2
"clear,",2
creams,2
sunny,2
"sweater,",2
contained,2
"team,",2
"stuff,",2
stoat,2
streamed,2
cheered,2
cover,2
chipped,2
cloudy,2
"corner,",2
striding,2
crawling,2
continue,2
"team,”",2
stream,2
telescopes,2
covers,2
"contrary,",2
chip,2
crashing,2
creature,2
cursing,2
club,2
depths,2
classes.,2
charms,2
stories,2
director,2
chased,2
curiously.,2
chat,2
coats,2
taste,2
course.”,2
creep,2
chatter,2
sweet,2
deafening,2
club.,2
tail.,2
chattering,2
sweaty,2
stuffing,2
streaming,2
"tart,",2
swallowed.,2
die.,2
deal,2
confusion.,2
surely,2
clue,2
claws,2
"clearing,",2
"didn’t,",2
team?”,2
chicken,2
talking.,2
cloak?,2
desserts,2
tap,2
chest.,2
copy,2
stood.,2
crammed,2
child,2
detention,2
copper,2
direct,2
determined,2
taller,2
teddy,2
daring,2
dangerous.,2
cracks,2
cracking,2
strong,2
suppose?”,2
tangled,2
stones,2
dinner.,2
detentions,2
cracked,2
dear?”,2
cliff,2
chest,2
direction.,2
cheerfully.,2
closer.,2
clouds,2
"dad,",2
"cheering,",2
"dad,”",2
"did,",2
cloud,2
clearing.,2
"dinner,",2
darting,2
"clearly,",2
desire,2
darted,2
"dear,”",2
"sure,",2
"close,",2
desk.,2
directions.,2
teeth.,2
"suppose,",2
swayed,2
children,2
craning,2
desks,2
chess.,2
closely,2
swapped,2
talk.”,2
stools,2
charm,2
dare.,2
concerned,2
defeat,2
stiff,2
"dead,",2
"counter,",2
crystal,2
"day,”",2
dead.,2
"crossbow,",2
crossbow,2
chosen,2
chair.,2
chalk,2
s’pposed,2
t-t-to,2
compared,2
sugar,2
stupid.,2
storm.,2
dead.”,2
straightened,2
chortled,2
surprises,2
collecting,2
"deeply,",2
dirty,2
cross.,2
collect,2
teachers?”,2
compartment.,2
stern.,2
de,2
clamped,2
clamber,2
sticky,2
celebrate,2
circling,2
celebrating,2
delayed,2
"celebrating,",2
swish,2
crumpled,2
swore,2
"centaur,",2
surrounding,2
days.,2
streets,2
"strange,",2
"teach,",2
straining,2
stuttering,2
sworn,2
difficulty,2
"cry,",2
diff’rent,2
strength,2
centaurs,2
stutter.,2
count,2
stern,2
come.,2
delight.,2
day!”,2
clap,2
demanded.,2
still.,2
choosing,2
deadly,2
"stupid,",2
clapping.,2
chooses,2
strangers,2
"change,",2
coldly.,2
"courage,",2
"difference,",2
"deep,",2
clasped,2
"coldly,",2
choose,2
cold.,2
complicated,2
coins,2
coins.,2
choking,2
teacher’s,2
courage.,2
deeply,2
changing,2
swelled,2
concern,2
strange.,2
cupboard.,2
croaked,2
delighted,2
"collapsed,",2
tasted,2
country,2
swept,2
"“Bye,",1
“B-but,1
“B-b-but,1
"“Bye,”",1
“Best,1
quarter,1
“Am,1
“Busy,1
"purple-faced,",1
“Bad,1
purple.,1
quarters,1
stacks,1
quailed,1
“Alas!,1
quaver,1
“Alohomora\”,1
“Because,1
“CAR,1
"“Barking,”",1
puzzlement,1
"“Bye-bye,",1
"“Alas,",1
pythons.,1
"queasy,",1
staggered,1
stadium,1
“Broken,1
"“Bulstrode,",1
"“Boot,",1
staggerin’,1
“Blasted,1
“Aren’t,1
questions!”,1
"question,",1
"“Brazil,",1
“Borrowed,1
“Bleaaargh,1
purple.”,1
“Books!,1
“Asked,1
stain,1
"“Bones,",1
"“Blimey,",1
stage,1
stained,1
“Brilliant!”,1
"questions,",1
staffroom.,1
questions.”,1
puzzle.,1
staircase.,1
“Anuthinq.,1
staff,1
"“Brown,",1
“Ate,1
“Anything,1
"“Blimey,”",1
"“Brocklehurst,",1
"“Brilliant,”",1
pursed,1
"“Brilliant,",1
quick-witted,1
“Anyway,1
questions?”,1
thank-you,1
puffed.,1
"puppet,",1
program,1
stalactites,1
“D’yeh,1
“Enough,1
stalagmite,1
“Erm,1
programs,1
strange?”,1
produces,1
protection.,1
produced,1
prodding,1
stalagmites,1
processor.,1
stale,1
stalking,1
“Everything,1
promisin’,1
promptly,1
"stranger,",1
proof,1
"“Don’t,",1
protecting,1
"“Don’t,”",1
protected.”,1
protected,1
“Doris,1
“Double,1
propped,1
strapping,1
strangled,1
“Dragons'.”,1
“Dudley,1
stalactite?”,1
“Dumbledore?”,1
proof.”,1
“Everywhere,1
stammered,1
problems.,1
"“Finnigan,",1
prince,1
“Firenze,1
prickle,1
price.,1
prevent,1
“Firenze!”,1
pretty;,1
“Firs’,1
“Five,1
"pretty,",1
"“Five,",1
"“Five,”",1
“Flamel’s,1
pretending.,1
"“Flew,”",1
“Fire,1
strange-looking,1
"problems,",1
“Finished,1
problem.,1
"“Exactly,”",1
"problem,”",1
"problem,",1
problem,1
probably.,1
“Fancy,1
"probably,",1
“Fifty,1
“Fifty?”,1
"“Finch-Fletchley,",1
"“Fine,”",1
"stammered,",1
privately,1
"private,”",1
protection,1
protective,1
pupils’,1
pulled.,1
punch,1
pumpkins,1
“Charlie’s,1
“Chaser,1
“Cheer,1
“Christmas,1
“Comb,1
strayed,1
“Dittany”,1
stray,1
“Comets,1
"“Coming,",1
“Ahem,1
puff,1
“Common,1
puddin’,1
straying,1
punched,1
"“Charlie,”",1
puncture.,1
staircases,1
pupils.,1
punishments,1
“Calm,1
streak,1
punishment.,1
punishment,1
"staircases,",1
“Caput,1
punishing,1
“Catch,1
punished.,1
"punished,",1
“Certainly.,1
"punctures,",1
"strawberry,",1
puddings,1
"pudding,",1
“Daddy’s,1
"“Delighted,",1
prowling,1
"provoked,",1
“Destroyed?”,1
proving,1
prove,1
“Detention!”,1
“Devil’s,1
proudest,1
proud.”,1
straw,1
straps,1
"proud,”",1
“Difficult.,1
“Dinky,1
"“Darling,",1
“Dad?”,1
“Confuse,1
"“Dad,",1
pudding,1
“Copyin’,1
pubs,1
"strawberries,",1
"“Crabbe,”",1
"“Crikey,",1
“Curious,1
"“C’mon,",1
“D-Defense,1
“DUDLEY!,1
“DURSLEY!”,1
“Dad!”,1
pub.,1
pub,1
"prune,”",1
"“Ahem,”",1
’ll,1
"quiet,”",1
spluttering.,1
would?,1
"wouldn’t,",1
"wouldn’t,”",1
wouldn’t.,1
stung,1
reckon’s,1
wounded,1
woven,1
wrestle,1
wrestled,1
spoils,1
stump.,1
wriggles,1
reciting,1
recited.,1
wringing,1
"stumbling,",1
"worth,",1
worse?,1
stuff?”,1
"record,",1
referee,1
ref!,1
reeled,1
worried.”,1
redheaded,1
reddish,1
stunt,1
"worry,”",1
worry.”,1
stunned.,1
spluttered,1
red-,1
worrying.,1
"worse,",1
"worse,”",1
spluttered.,1
recorded,1
receiver,1
"wrist,”",1
students.,1
studyin’,1
wrote.,1
really?”,1
"studying,”",1
really?,1
spotting,1
wrought-iron,1
y,1
yard.,1
students.”,1
"really,”",1
yawning,1
sprawled,1
"yawning,",1
yawning.,1
yeah,1
yeah.,1
spray,1
wrongly,1
"wrong,”",1
wrist.,1
rear,1
spoken,1
spokesgoblin,1
wrists,1
wristwatch,1
receive,1
rebellions.,1
"wristwatches,",1
reasonably.,1
sport:,1
stuff?,1
sports,1
writer,1
stuff.”,1
reared,1
rear.,1
wrong!”,1
"wrong,",1
wormwood?”,1
referee.,1
wormwood,1
wohsi.,1
"woke,",1
stupidly.,1
"stupidly,",1
wolfing,1
"wolfsbane,",1
remember!,1
wolfsbane?”,1
spiny,1
stupidest,1
women,1
remarkably,1
remains,1
reliving,1
won!”,1
relieved.,1
won.,1
won.”,1
spinning,1
remembered:,1
referee?,1
wizened,1
substance,1
repair,1
spilling,1
wizard?,1
removed,1
spinach,1
wizard?”,1
subjects.,1
wizardin’,1
"remorse,",1
wizardry,1
subjects,1
reminding,1
wizards?”,1
spine,1
remind,1
remembers!”,1
"wonder,",1
stupid?,1
relaxed,1
spirits,1
"worked,",1
splattered,1
"working,",1
"working,”",1
working.,1
spleens,1
"reflection,",1
works,1
world!,1
world.”,1
referees,1
world?”,1
refereeing?”,1
world’s,1
refereeing.,1
refereeing,1
refereed,1
reflection.,1
work?,1
work.”,1
related,1
stupid:,1
spirits.,1
wondering...,1
relax,1
relatives,1
relation,1
wood!”,1
refusing,1
splashes,1
"wood,’",1
refused.,1
"woods,",1
woolen,1
refuse,1
spite,1
"words,",1
yeah?”,1
spread:,1
“Aha!”,1
‘Up!’,1
railway,1
‘gar’,1
‘hocus-pocus’,1
‘m’,1
rags,1
ragged,1
‘please.’,1
raged,1
‘s’,1
strict.,1
radish,1
‘there’s,1
‘to,1
strict,1
’Atta,1
’Cause,1
"’Course,”",1
‘f,1
strictly,1
’Snot,1
‘Quidditch.’,1
ranting,1
"zoo,”",1
"squid,",1
random.,1
zoom,1
squinted,1
zoomed,1
rammed,1
raisins,1
‘Dumbledore,1
"raised,",1
‘Harry’s,1
‘Mr.,1
‘Oh,1
rainbow,1
‘Pig,1
rain.,1
’Scuse,1
’cept,1
spreading,1
“...,1
“AAAAARRRGH,1
quilt,1
"strength,”",1
quills?,1
“AAAARGH!”,1
quills.,1
"quills,",1
“ALL,1
“ARE,1
"“Aaah,",1
quietly.”,1
“Aargh!,1
"“Abbott,",1
“Abou’,1
“Absolutely,1
"“Absolutely,”",1
"“Ah,”",1
“AAAAAAAAAAARGH,1
’undred,1
racing.,1
stabbing,1
"racing,",1
stretched.,1
stretch,1
strengthened,1
stranded,1
rabbitin’,1
rabbit.,1
st-,1
quiz,1
"’night,",1
quivered.,1
quivered,1
’re,1
quiver.,1
"’s,",1
’s.”,1
’smatter,1
"rapidly,",1
rapping,1
squeeze,1
"reading,",1
spying.,1
read?,1
stubs,1
"yell,",1
struggle,1
yelled.,1
stronger,1
yelling,1
"yelling,",1
yellow.”,1
yells,1
yelp,1
yelps,1
yerself,1
yerself.,1
yerselves,1
reach.,1
student,1
"yeh,”",1
"string,",1
yeh!”,1
spring,1
springy.,1
year?”,1
"real,",1
spun,1
spurt,1
"ready,",1
students!”,1
ready!”,1
years.”,1
years;,1
student!,1
years?,1
years?”,1
year’s,1
"readin’,”",1
reading.”,1
yes!”,1
"yesterday,",1
yesterday?,1
"yet,”",1
youngsters,1
"rat,",1
squeaky,1
rasping,1
squeal,1
"squeal,",1
raspberry,1
rarely,1
yours.,1
yours?”,1
strings,1
yourself.”,1
yourselves,1
"yourselves,",1
squealed.,1
yourselves.”,1
youth,1
striped,1
rat.,1
rat.”,1
rattle.,1
"raw,",1
"ravine,",1
squares.,1
"you!”),",1
rattled.,1
"strong,",1
squashed,1
"squat,",1
younger;,1
squawked,1
rats.,1
stroke,1
"younger,",1
"rations,”",1
rations,1
"rather,",1
“Flew?”,1
praying,1
“Flitwick,1
"“There,",1
"“Starving,”",1
“Stick,1
steadied,1
“Stop!”,1
pictures,1
“Storm,1
“Strange,1
“Students,1
"“Students,",1
“Stupid,1
“Swap,1
“Swish,1
“Taking,1
pickled,1
“Ten,1
steadily,1
stewed,1
"staying,",1
“Stalagmite’s,1
“Spells,1
pier,1
“Sit,1
"piercing,",1
“Snape?”,1
"“Snape’s,”",1
“Sniff,1
"“So,”",1
pierced,1
stick.,1
pie.,1
“Someone,1
"pieces,",1
“Something,1
piece.”,1
piece.,1
"“Sometimes,”",1
“Sorry?”,1
“Their,1
"steady,",1
“Sir?”,1
“They’ll,1
phials,1
pheasants,1
“Told,1
"“Tonight,",1
“Took,1
pewter,1
“Transfiguration,1
petrified.,1
“Trevor!”,1
“Tricky,1
"petrified,",1
“Troll,1
petrified,1
"“True,",1
personally,1
“Trust,1
personal,1
“Tokens,1
steady.,1
phoenixes,1
photos.”,1
“They’ve,1
“Think,1
“Third,1
pick-me-up,1
“Thirteen-and-a-half,1
"“Thirty-nine,",1
"“Thirty-six,”",1
photos,1
“Tiptoe,1
"“This,”",1
photographs.,1
"“Thomas,",1
“Thought,1
“Throw,1
phoning,1
phone,1
"pies,",1
"“Sir,",1
stammered.,1
pity,1
“Ron!”,1
statue’s,1
place?,1
“Rubbish!”,1
"sticks,",1
“Rubeus!,1
"“S-s-sorry,”",1
"place,”",1
“SEIZE,1
“SHHHH!”,1
“SILENCE!”,1
“SLYTHERIN!”,1
place!”,1
“SO,1
“STOP!,1
“Scabbers,1
“School,1
“Ron!,1
“Ron,1
placed,1
statues,1
"statue,",1
“Quidditch,1
statue.,1
“Quirrell’s,1
“RAVENCLAW!”,1
“RUN!”,1
"“Ready,",1
places?”,1
“Right.,1
"“Really,",1
“Really?,1
"places,",1
“Red,1
"“Remember,",1
“Report,1
“Resign?”,1
“Search,1
“Second,1
"pig,",1
pitch.,1
“Seventeen,1
“Severus?”,1
pillow,1
“Shake,1
“Shan’t,1
“She’ll,1
“Shhh!”,1
“Shhhh\”,1
"pile,",1
“Shoo!”,1
“Shouldn’ta,1
pig’s,1
“Should’ve,1
“Show,1
pigtails,1
“Sir,1
“Sir!,1
"pillow,",1
pillow.,1
“Set,1
“Seekers,1
pitch-black,1
piped,1
pipe.,1
"“See,”",1
pinpricks,1
pinning,1
“Seeker?”,1
pink.,1
“Sent,1
“Seems,1
“Seize,1
pink-faced,1
“Send,1
pineapple,1
“Sending,1
pinched,1
"person,",1
"“Turpin,",1
"“Tut,",1
“lead,1
steel.,1
“get,1
patient,1
“give,1
“he,1
"“heavens,",1
“honestly,1
“how,1
patchwork,1
patched,1
“howling,1
“iVo!”,1
steeling,1
“it,1
"pasty,”",1
"pasties,",1
pasties,1
“everyone”,1
patrolled,1
“everyone,1
pavement.,1
“You-Know-Who,1
paws,1
pawn,1
“You\”,1
paving,1
“Young,1
"“Zabini,",1
“a,1
pattern.”,1
“about,1
“although,1
“an’,1
“as,1
pause,1
“both,1
“c-can’t,1
“jus’,1
past.,1
"“Typical,”",1
“look,1
“unless,1
“we’d,1
“we’re,1
passageway.,1
“we’ve,1
“what’s,1
“where,1
“you,1
passages.,1
"passage,",1
steering,1
"“you,",1
steering.,1
“—,1
”).,1
stench,1
pass.,1
“try,1
steered,1
“this,1
“probably,1
“no,1
password’s,1
password,1
"“now,",1
passing.,1
“one,1
“or,1
“quickly,1
“they’re,1
“see,1
passersby,1
"steep,",1
steeply,1
“swore,1
“that’s,1
“then,1
payin’,1
"“You,",1
“You!”,1
“Yes?”,1
“WEASLEY!”,1
“Wandering,1
steak,1
“Wanted,1
pepper.,1
pep,1
“Was,1
“Watching,1
“Wearing,1
“Weird).”,1
“Welcome!”,1
peoples,1
"“Welcome,”",1
"steak,",1
“Well?”,1
“Were,1
"people,",1
“Voldemort”,1
“Voldemort,1
"“Vol-,",1
perform,1
“UP!”,1
“Unicorn,1
“Unusually,1
“Up!,1
“Up!”,1
“Urgh,1
“Urn,1
“Use,1
"“Very,”",1
“Useful,1
“VOLDEMORT!”,1
“Vault,1
“Vernon!,1
"“Vernon,”",1
percent,1
peppermints,1
steak.,1
people!”,1
people!,1
“Yeh’ll,1
steam,1
pebbles.,1
“Wood’s,1
peas.,1
“Wouldn’t,1
steamrollered,1
“Years,1
peas,1
“Wizards,1
“Yeh’ve,1
pearly-white,1
peaceful,1
peace.,1
peace,1
pea-brain!”,1
“Yes!”,1
“Won,1
pecked,1
“What!”,1
pelt,1
pence.,1
“Whatever,1
pelts,1
“What’ve,1
sternly,1
“When’s,1
pelted,1
"pellets,",1
“Wish,1
“Where?”,1
“White,1
steal?,1
"peeling,",1
“Who’d,1
“Why?,1
“Why’s,1
plainly,1
“Quick!”,1
"“Professor,",1
stored,1
“How?”,1
potatoes;,1
"“However,",1
starry,1
potato,1
"“Hullo,",1
"“Hullo,”",1
posts;,1
"“Hungry,",1
“I-I,1
"posts,",1
“I?,1
“IVo!”,1
postman,1
posters,1
poster,1
“Ickle,1
“Horrible,1
"potion-making,”",1
staring.,1
pound,1
"stared,",1
pouring,1
“Hermione,1
poured,1
“Hermionel”,1
stargazers.,1
"pound,",1
pounced.,1
“Hold,1
pouch,1
"potions,",1
"“Hi,",1
"stores,",1
potion.,1
"“Hmm,”",1
"“Hmmm,”",1
“Idiot,1
“Isn’t,1
start.”,1
postcard.,1
“LIAR!”,1
stars!,1
positively,1
positions,1
“Leave,1
“Leaves,1
“Library,1
"start,",1
“Light,1
pork,1
porcupine,1
popular,1
“Light?”,1
"stopped,",1
“Lily,1
stooping,1
“Load,1
“Knuts?”,1
"possession,",1
"possession,”",1
"“Jordan,",1
"postcard,",1
postcard,1
“It’d,1
stops,1
“JORDAN!”,1
“Jordan!”,1
possible;,1
possible.”,1
“Know,1
“Jus’,1
“KILL,1
stopping,1
“Knew!”,1
possession.”,1
stopper,1
“Knew\,1
“Help,1
stormed.,1
powders,1
stormy,1
stamping,1
present,1
"“GRYFFINDOR,”",1
“Gallopin’,1
“Goblins?”,1
"“Good,”",1
prepared.,1
"“Good-bye,”",1
prepared,1
prefer,1
prefects.,1
"“Goodness,",1
“Gotta,1
prefect.,1
stamps,1
“Gran,1
"“Gran,",1
"present,",1
present.,1
“GOT,1
"“Fred,",1
stammering,1
“Forget,1
“Forgive,1
“Foul!”,1
“Found,1
pressure,1
“Four,1
“Fred?,1
“GO!”,1
press,1
"stamp,",1
presents!”,1
stamp.,1
"“Funny,",1
presenting,1
“GET,1
"prefect,”",1
"“Granger,",1
straightening,1
“Harry’s,1
story.,1
practical,1
“Harry!”,1
powers,1
"“Harry,”",1
“Harry.,1
“Harryl”,1
“Has,1
stra,1
power.”,1
"stare,",1
“Haven’t,1
“Having,1
“Heads,1
"story,",1
"“Hello,",1
stove.,1
“Hanging,1
"“Gringotts,”",1
“HARRY,1
standard,1
"“Gryffindor,”",1
“Gulpin’,1
prefect!”,1
prefect!,1
prefect,1
precisely,1
“HAVE,1
practice.,1
“Had,1
within,1
practicing!”,1
"straight,",1
practice?”,1
“Half-past,1
"stands,",1
"“Longbottom,",1
popkin?,1
plainly:,1
“O’,1
“Now?”,1
“Number,1
playfully,1
“OUT!”,1
"“Obviously,",1
“Oh.”,1
"“Okay,",1
“On,1
play.,1
“Once,1
"“Ooh,",1
“Oooooh!”,1
“Oooooooh!”,1
“Ouch!”,1
“Out,1
“Out!,1
"“Out,",1
“Nott”,1
“Nothing?”,1
“Nothing,1
“Nice,1
station?,1
stiffly.,1
"“Never,”",1
"stiffly,",1
please.,1
“New,1
“Next,1
“Nicolas,1
“Norbert’s,1
please!,1
“No.”,1
pleaded.,1
plays,1
playin’,1
“None,1
"“Nope,”",1
“Owls,1
“P,1
“Look!,1
“P-P-Petunia!”,1
“Platform,1
“Play,1
“Please,1
"“Please,",1
"plant,",1
“Poke,1
“Poor,1
"“Positive,”",1
“Potter!”,1
planned,1
“Potter.”,1
planets?”,1
planets.,1
“Potters,1
"“Prefects,”",1
“Pretend,1
"“Probably,”",1
plants,1
“Pig,1
plate,1
“Pay,1
"“P-P-Potter,”",1
“POTTER!”,1
“Parkinson”,1
“Password?”,1
sticks.,1
platters,1
"platforms,",1
platform?”,1
“Petrificus,1
platform.”,1
“Peeves,1
statue,1
plates.,1
“Percy,1
“Percy!”,1
"“Perks,",1
stiffly.”,1
"“Nearly,”",1
station;,1
“Nah.,1
starts,1
poisonous.,1
poisonous,1
poison?”,1
poison;,1
poison,1
pointy,1
“Me,1
points;,1
"starts,",1
“Me!”,1
"“Me,”",1
"points,”",1
“Mere,1
stomach.,1
“Might,1
“Mighta,1
“Marge’s,1
“Maple,1
stomping,1
politer,1
"pop,",1
stool.,1
poorer,1
"stood,",1
pompously,1
poltergeist.”,1
“Looks,1
"politely,",1
poisons.,1
poles,1
“Lucky\”,1
“MOTORCYCLES,1
"“MacDougal,",1
“Mad?”,1
started.”,1
"“Malfoy,”",1
starts.,1
“Mimblewimble.”,1
“Mind,1
“NEVER,1
"state,",1
"pocket,",1
“Muggle,1
stitch,1
stinking,1
“N-not,1
“N-nothing.”,1
plowed,1
“Move,1
“NEVER!”,1
“NO!”,1
plotting,1
“NOTHING!,1
“Nah,1
"“Nah,",1
stifling,1
pocket?,1
“Mount,1
“Ministry,1
point.,1
starved,1
“Mm?”,1
"“Mmm,”",1
point.”,1
stoked,1
"“Mom,",1
“Mom?”,1
“Mommy,1
state,1
"point,",1
“Moon”,1
"“Morning,”",1
"pockets,",1
stitches.,1
pocketed,1
pocket?”,1
repaired,1
"win,",1
repeated,1
so.,1
trickling,1
tasty.,1
shivering,1
shivered.,1
sob.,1
shiny.,1
"shiny,",1
shinin’,1
"shining,",1
shining,1
shimmering,1
shifty,1
"shields,",1
trip.,1
tripe.,1
tripped,1
"tripped,",1
tricked,1
soared;,1
soared,1
"shook,",1
treated,1
treating,1
"treble,",1
tawny,1
tree?”,1
taunting,1
tremble.,1
"trembled,",1
trials,1
trembling,1
shoes.,1
so;,1
shoes,1
tremblin’,1
tremblin’.”,1
"shocked,",1
sherry.,1
tripping,1
"tarts,",1
trowels,1
sheer,1
trouble?”,1
troublesome,1
sheep.,1
trousers,1
shed.,1
taped,1
trudged,1
"trouble,”",1
sheared,1
"soccer,",1
soccer.,1
"true,”",1
true.,1
socks,1
true.”,1
tapestries.,1
tapestry,1
"triumph,",1
sobs.,1
triumphant,1
triumphs,1
tartan,1
shelves;,1
tarantula,1
shelling,1
"shelf,",1
trolley,1
sheet.,1
sheets.”,1
sheets.,1
troops,1
trot!”,1
sheets,1
trotting,1
trouble!”,1
treat.”,1
traveled,1
"top,",1
"tea,",1
shouldn’ta,1
shouldn’t.,1
"shouldn’t,",1
tottered,1
tottering,1
snowballs,1
touch.,1
shouldn’,1
touched.,1
shoulders;,1
tourists,1
towers,1
towers.,1
towns;,1
shoulda,1
"should,”",1
"should,",1
snowball,1
shout.,1
"tosh,”",1
shoved,1
teacups,1
top:,1
showers,1
topmost,1
snout’,1
teaching,1
shoveling,1
shove,1
snow.,1
torches,1
shouts.,1
shoutin’,1
teaches,1
torches.,1
tortoise,1
"torture,",1
track,1
teachers’,1
tracks.,1
transfixed,1
teach.”,1
shopping.,1
transfer,1
snuffling.,1
transfiguration.,1
transfigured,1
shopping,1
shop.”,1
train’s,1
transfixed.,1
teabags,1
transform,1
"transparent,",1
transport,1
trapped,1
trapped.,1
trances.,1
"shops,",1
trail,1
"shortcut,",1
"shortly,",1
"teachers,",1
trailed,1
shorter,1
shortcuts,1
"train,",1
train:,1
"short,",1
trains,1
train?,1
train?”,1
trained,1
shore.,1
training.,1
training:,1
teacher?,1
truly,1
shaves,1
tap-dance,1
"tap,",1
sending,1
"tail,”",1
twist,1
sell,1
selfish,1
self-stirring,1
self,1
seizing,1
seized.,1
"twitched,",1
sees,1
seeping,1
twitched.,1
"sold,",1
tags,1
tackling,1
twitching.,1
"twins,",1
sense.,1
sense.”,1
twinkled.,1
"servant,",1
softly,1
twig.,1
servant,1
twig.”,1
"twin,",1
serious?”,1
serious,1
twins),1
separating,1
separately.”,1
softly.,1
separated,1
"take,",1
"tailcoats,",1
sensible,1
"tackled,",1
two.”,1
two;,1
secret.”,1
section,1
secrets.”,1
secretly,1
secretary,1
secret?,1
uncertainly,1
uncertainly.,1
uncle’s,1
somebody’s,1
"secret,”",1
"tabby,",1
uncoiling,1
uncomfortable.,1
undergrowth,1
underneath.,1
t-tell,1
"unbroken,",1
"unbelievable,",1
two?”,1
types,1
twos,1
seeming,1
"tables,",1
table:,1
tyke,1
"tyke,”",1
"type,",1
ube,1
unbearable,1
ugly,1
solutions,1
umbrella?”,1
unDursleyish,1
some.”,1
somebody.,1
unafraid,1
served,1
twig,1
service.,1
"talking,",1
shame?,1
"shame,",1
shame,1
shallows.,1
try.,1
tryin’,1
talking-,1
shakily.,1
shape!,1
shakily,1
shaken.,1
tuck,1
tuft,1
tufts,1
tugged,1
tugging,1
shape,1
"shape,",1
tumbling,1
"socks,”",1
trunks.,1
"sharply,",1
"trust,",1
sharper,1
sharp.,1
tangles,1
trusting,1
truth!,1
shapeless,1
"truth,",1
socks.”,1
truth.”,1
truthful.,1
"try,",1
shapes,1
tame,1
tumbled,1
"tune,",1
"session,",1
twanging,1
settled,1
tut,1
sets,1
"tut,",1
set.,1
tut.,1
"set,",1
set!”,1
turrets,1
twelve-foot,1
soft.,1
twenty-nine,1
softest,1
twenty-one,1
twenty-six,1
session.,1
taken.”,1
turnips?”,1
"tune,”",1
tureens,1
"tunnel,",1
tunnels.,1
shadows,1
talk!,1
shade,1
"talent,",1
severe-looking,1
seventy-two,1
turnin’,1
takes,1
seventy-,1
seventy,1
turkey.,1
turkeys;,1
"soft,",1
settling,1
snout.,1
took.,1
with.”,1
"sliding,",1
snakelike,1
sleeps?,1
sleepless,1
this:,1
sleepiness.,1
"snakelike,",1
sleepily,1
snakes,1
sleep.”,1
snap,1
snap.,1
tendrils,1
sleek,1
though:,1
slay,1
tend,1
thoughts,1
